,date,imoex,SBER,GAZP,LKOH,SBERP,GMKN,NVTK,YNDX,TATN,TATNP,SNGS,POLY,ROSN,TCSG,PLZL,SNGSP,MGNT,MTSS,ALRS,PHOR,PIKK,RUAL,VTBR,NLMK,CHMF,IRAO,MAGN,RTKM,TRNFP,HYDR,AGRO,AFLT,AFKS,MFON,CBOM,FEES,LNTA,LSRG,MTLR,UPRO,TRMK,MVID,QIWI,SELG,MTLRP,NMTP,RSTI,UWGN,MSNG
110,2012-03-01,1518.29,94.86,181.3,1781.4,77.8,5400.0,392.0,,196.33,101.4,28.8,,210.19,,1197.9,20.8,3647.0,229.04,31.095,959.8,74.71,,0.06695,61.78,392.8,0.03081,13.4,143.73,57411.0,1.0861,,47.58,25.777,,,0.3131,,711.9,269.9,2.86,91.1,250.0,,11.397,205.0,2.9893,3.31,,1.8401
111,2012-04-01,1474.14,93.95,169.27,1794.3,68.64,5208.0,378.5,,180.77,95.23,28.855,,210.28,,1084.7,19.57,3690.0,233.5,29.998,897.0,71.0,,0.0632,63.59,400.3,0.0273,12.415,136.66,55146.0,1.0403,,48.8,24.5,,,0.26832,,675.0,260.8,2.655,91.9,264.29,,10.551,197.16,3.2,2.694,,1.777
112,2012-05-01,1312.24,81.69,147.03,1720.0,60.9,4928.0,290.1,,165.79,82.11,24.82,,208.57,,1008.2,15.951,3296.0,225.92,22.787,886.0,75.96,,0.05307,52.73,367.0,0.0282,9.25,105.44,44004.0,0.798,,43.9,23.919,,,0.1715,,554.9,180.7,2.232,90.34,220.14,,12.0,158.65,3.03,1.5,,1.3727
113,2012-06-01,1386.89,86.39,153.76,1801.7,62.52,5376.0,326.35,,180.2,84.47,26.748,,204.32,,1033.0,18.63,3894.9,234.5,24.3,1143.0,73.85,,0.05707,52.5,378.8,0.02805,9.251,116.5,47000.0,0.788,,43.41,24.89,,,0.19567,,560.0,206.0,2.35,86.5,222.7,,11.0,154.67,2.7596,1.762,,1.3932
114,2012-07-01,1406.36,89.73,150.75,1828.0,63.3,5002.0,347.0,,197.4,93.12,27.207,,195.5,,980.3,18.68,4135.2,247.08,25.5,1200.1,72.9,,0.05303,53.25,363.0,0.0265,9.434,111.5,51550.0,0.8197,,41.78,26.52,,,0.2275,,569.4,197.2,2.5599,97.97,265.98,,11.0,152.14,3.1996,1.779,,1.2399
115,2012-08-01,1422.38,93.16,157.4,1837.4,68.47,4774.0,364.2,,195.77,99.01,27.881,,192.8,,971.1,20.82,4181.0,241.16,24.47,1241.0,72.75,,0.0534,55.89,369.4,0.02591,9.378,123.45,52666.0,0.817,,42.6,26.154,,,0.19988,,553.7,190.5,2.6066,95.67,285.01,,9.999,152.92,2.98,1.728,,1.2001
116,2012-09-01,1459.01,90.99,157.75,1922.3,66.25,4950.0,347.99,,201.32,104.1,28.163,,210.92,,1031.1,20.897,4164.9,229.89,24.146,1258.7,70.46,,0.05307,62.4,394.6,0.02677,11.1,134.4,57000.0,0.8545,,43.45,24.35,,,0.23234,,565.9,217.1,2.73,98.37,259.98,,10.492,157.28,2.8097,2.359,,1.3865
117,2012-10-01,1423.46,91.79,144.9,1904.0,66.09,4830.0,340.28,,197.48,102.16,27.23,,232.7,,991.0,19.402,4460.0,230.7,22.78,1288.0,69.23,,0.0545,58.94,383.9,0.0253,10.437,123.51,62850.0,0.7707,,39.91,23.402,,,0.20456,,590.0,202.0,2.5671,96.0,248.0,,9.73,136.89,2.8083,1.855,,1.3812
118,2012-11-01,1405.19,91.41,138.67,1939.4,66.0,4811.0,331.97,,195.04,104.29,26.079,,243.88,,935.0,19.365,4495.0,231.73,23.1,1279.2,65.2,,0.05193,62.38,352.0,0.02508,10.793,108.94,65500.0,0.7355,,42.86,24.69,655.0,,0.2085,,570.0,192.2,2.36,95.5,218.8,,9.995,125.0,2.81,2.007,,1.2905
119,2012-12-01,1477.87,92.94,143.7,2000.2,67.3,5603.0,346.1,,218.0,106.05,26.8,,270.01,,907.0,19.952,4786.4,246.0,30.0,1246.9,67.5,,0.05359,61.2,369.1,0.02483,10.419,120.4,69015.0,0.7335,,44.99,25.49,723.0,,0.20104,,562.6,204.9,2.6199,91.86,242.97,,8.699,119.2,2.85,1.957,,1.3344
120,2013-01-01,1547.18,109.59,142.09,2020.1,78.11,5986.0,333.81,,221.99,106.6,31.514,,267.15,,1252.0,22.831,5640.0,255.12,29.929,1227.7,66.15,,0.05582,63.51,377.2,0.02463,10.791,120.99,70700.0,0.7553,,53.55,26.485,811.8,,0.21649,,706.3,198.2,2.7445,94.11,265.31,,8.01,118.7,3.1803,2.195,,1.5498
121,2013-02-01,1487.46,104.57,137.4,1963.0,74.34,5404.0,328.5,,200.3,108.0,28.692,,244.01,,1045.1,22.531,5704.8,267.73,32.6,1241.4,65.64,,0.05588,58.87,341.1,0.0216,9.884,122.72,68625.0,0.6884,,53.0,26.678,864.0,,0.19008,,664.9,172.5,2.78,96.0,258.7,,7.707,106.18,3.5212,1.919,,1.43
122,2013-03-01,1440.02,98.86,134.08,1998.5,75.12,5249.0,314.9,,206.94,108.95,27.818,,238.66,,1048.7,21.69,5934.9,276.43,31.666,1282.5,60.3,,0.0497,49.05,279.7,0.0179,8.359,122.05,67193.0,0.6136,,52.99,25.6,962.0,,0.1612,,577.0,154.1,2.625,83.72,247.0,,7.347,85.49,3.3922,1.738,,1.2834
123,2013-04-01,1386.69,99.11,124.15,1972.5,72.38,5160.0,292.28,,199.23,104.5,26.75,,214.38,,967.0,21.958,6640.0,274.0,31.23,1283.9,61.59,,0.04929,51.71,262.0,0.01289,7.33,116.66,62814.0,0.5568,,53.9,26.499,949.3,,0.121,,557.3,124.5,2.4689,82.23,246.97,,7.49,63.55,2.8254,1.347,,1.2253
124,2013-05-01,1343.99,99.05,123.4,1878.0,72.6,4645.0,320.99,,180.42,95.0,24.3,,211.5,,942.8,19.443,7169.0,255.34,32.15,1240.2,63.13,,0.046,44.7,263.7,0.01324,7.23,101.0,67350.0,0.4698,,52.3,26.8,991.6,,0.1212,,524.5,109.3,2.5251,74.1,245.12,,6.901,62.32,2.8144,1.137,,1.1852
125,2013-06-01,1331.24,93.68,109.1,1890.4,69.96,4756.0,353.0,,196.45,95.99,25.923,224.9,227.8,,827.5,20.649,7560.0,261.45,34.0,1200.0,63.73,,0.04701,43.29,209.8,0.01301,7.55,88.17,71781.0,0.5049,,56.7,28.159,1013.7,,0.10198,,550.0,95.6,2.3737,79.0,237.98,,7.199,53.21,2.8149,1.09,,1.0697
126,2013-07-01,1377.6,95.23,128.61,1950.0,74.62,4439.0,356.0,,202.56,99.9,26.134,322.55,234.5,,856.4,21.614,8025.1,273.54,33.399,970.0,71.6,,0.04661,47.84,247.0,0.01236,7.695,110.72,78703.0,0.5714,,57.36,29.799,1044.0,,0.1113,,619.5,97.3,2.6605,85.5,266.79,,6.9,54.2,2.9983,1.089,,1.127
127,2013-08-01,1364.54,88.23,131.9,1924.5,70.0,4370.0,361.45,,208.74,103.91,26.072,392.5,246.33,,904.9,22.5,7435.0,287.98,33.05,920.0,65.99,,0.0445,53.48,275.9,0.01183,8.029,100.51,76501.0,0.5405,,48.82,30.288,1120.0,,0.10597,,570.0,96.9,2.4824,82.26,267.0,,6.115,53.38,3.5,1.015,,1.093
128,2013-09-01,1463.13,97.86,144.15,2054.9,74.7,4688.0,386.01,,212.92,110.64,28.429,344.0,263.71,,893.0,23.397,8213.0,323.0,36.0,969.3,63.73,,0.04267,52.14,282.9,0.01109,7.928,101.61,84950.0,0.5397,,54.44,34.18,1146.2,,0.09883,,564.0,102.8,2.515,83.66,267.0,,6.182,53.6,3.4784,0.95,,1.0378
129,2013-10-01,1509.62,102.74,150.4,2102.4,82.98,4856.0,410.95,,220.54,118.0,28.189,308.02,254.0,,851.2,23.851,8651.1,340.0,36.219,970.0,63.04,,0.04435,54.96,280.5,0.00936,7.925,117.42,82190.0,0.5636,,57.4,35.75,1156.3,,0.09832,,585.3,104.2,2.49,91.5,273.99,1400.0,4.917,48.93,3.4911,0.864,,0.918
130,2013-11-01,1479.35,103.07,143.1,2042.8,84.85,4984.0,398.98,,203.09,117.39,27.398,291.03,238.49,,810.0,23.583,9160.0,313.05,34.914,963.8,63.9,,0.04628,53.75,301.9,0.00779,7.74,106.53,84602.0,0.571,,60.42,39.15,1066.4,,0.07975,,573.0,59.3,2.365,93.83,293.99,1790.0,3.83,35.3,3.0049,0.689,,0.8077
131,2013-12-01,1503.39,101.17,138.75,2039.7,80.21,5399.0,399.01,,208.22,121.7,28.364,309.26,251.6,,778.5,25.9,9240.0,328.29,35.67,950.0,70.5,,0.04966,55.18,319.5,0.01,7.396,110.98,85900.0,0.5675,,83.7,44.8,1107.4,,0.09016,,610.8,66.5,2.3333,93.83,298.0,1785.0,4.8,35.59,2.83,0.777,,0.8746
132,2014-01-01,1454.05,94.7,145.16,1989.0,75.09,5378.0,393.45,,195.49,122.5,26.945,333.85,245.0,,705.0,25.35,8395.0,287.87,36.5,1070.0,67.0,,0.04544,51.79,283.5,0.01054,7.0,110.57,80182.0,0.554,,83.0,41.56,1040.7,,0.08398,,551.0,61.6,2.3105,94.76,232.68,1269.9,5.144,32.74,2.8331,0.729,,0.8216
133,2014-02-01,1444.71,91.16,139.2,1963.0,75.44,5980.0,411.09,,211.19,127.32,27.35,381.22,243.95,,719.9,26.919,8760.0,276.2,38.73,1211.0,82.4,,0.04213,48.16,297.7,0.0098,6.244,99.0,81190.0,0.5595,,70.61,41.001,1053.0,,0.07025,,567.9,39.9,2.3065,90.25,238.0,1730.0,5.136,24.4,2.7501,0.663,,0.8309
134,2014-03-01,1369.29,83.8,135.5,1960.0,67.3,5865.0,351.0,,200.0,115.86,25.854,366.71,234.53,,578.4,25.45,8100.0,271.0,36.063,1186.1,80.84,,0.0396,44.02,266.5,0.008,5.621,82.25,76299.0,0.559,,55.2,35.7,988.0,,0.07699,345.0,456.3,38.4,2.3803,76.29,213.27,1210.0,5.005,23.88,2.3399,0.529,,0.7799
135,2014-04-01,1306.01,72.5,128.77,1880.1,60.16,6405.0,341.4,,203.39,121.86,24.9,335.06,222.62,,531.2,24.8,7066.8,258.5,36.812,1250.3,82.31,,0.03865,41.04,248.9,0.00732,5.823,76.65,78880.0,0.557,,50.92,37.125,924.0,,0.05514,342.5,486.1,37.5,2.4969,69.6,217.75,1039.6,4.509,25.74,2.4103,0.421,,0.7265
136,2014-05-01,1432.03,84.5,141.7,1968.0,68.65,6656.0,370.0,,202.1,126.0,25.089,309.02,226.0,,518.3,26.0,8810.0,282.5,41.3,1214.0,93.98,,0.0479,47.0,294.5,0.00952,6.703,82.8,79894.0,0.6861,,55.15,43.39,1019.3,,0.05757,414.5,595.9,47.5,2.757,79.5,255.0,1525.2,5.32,24.57,2.3609,0.517,,0.8044
137,2014-06-01,1476.38,84.5,148.96,2036.0,69.0,6719.0,420.0,1218.0,221.88,131.5,26.436,328.12,249.3,,482.0,28.0,8860.0,302.01,41.8,1272.0,79.45,,0.0411,47.38,279.0,0.00953,6.693,86.31,74460.0,0.67,,56.43,45.6,1079.3,,0.05886,438.2,595.4,52.4,2.8499,82.22,269.92,1370.0,4.999,25.03,2.2078,0.55,,0.7793
138,2014-07-01,1379.61,73.6,132.0,2000.9,57.15,7060.0,365.5,1087.7,212.9,131.31,24.86,308.95,223.0,,482.1,26.33,9150.0,275.91,44.1,1330.0,78.26,,0.0398,47.5,343.0,0.00838,6.78,87.8,73800.0,0.6168,,50.55,39.4,982.1,,0.05259,435.0,576.4,38.5,2.4014,80.95,227.72,1360.0,4.699,16.43,2.1001,0.488,,0.7921
139,2014-08-01,1400.71,73.21,131.95,2055.0,55.13,7230.0,368.0,1050.0,228.0,137.8,25.525,326.89,226.0,,498.0,27.198,9099.0,281.87,42.5,1263.0,96.73,,0.0384,53.26,359.5,0.00904,7.347,99.0,81499.0,0.6933,,46.73,37.719,1032.3,,0.054,439.97,566.6,32.9,2.4541,88.38,190.3,1449.6,4.454,12.19,2.0012,0.515,,0.8551
140,2014-09-01,1411.07,75.52,137.9,2015.0,57.75,7320.0,408.77,1130.7,232.0,144.02,26.04,329.0,232.0,,493.9,27.3,9920.0,274.0,35.5,1323.4,117.2,,0.03804,57.62,393.5,0.00886,7.802,104.92,87399.0,0.7036,,43.25,13.13,1020.0,,0.05645,432.98,656.0,24.6,2.518,88.6,201.0,1260.9,3.879,13.29,1.613,0.525,,0.7816
141,2014-10-01,1488.47,76.23,141.5,2120.0,56.9,8033.0,442.05,1213.0,259.8,144.3,28.795,360.0,239.9,,478.0,29.495,11900.0,255.0,38.5,1371.0,150.0,,0.03993,55.055,457.1,0.00959,9.417,107.19,93990.0,0.693,,38.2,15.95,993.0,,0.05361,420.0,614.0,21.59,2.499,83.4,211.9,1350.0,4.0,13.36,1.595,0.5169,,0.774
142,2014-11-01,1533.68,72.25,142.86,2291.7,52.25,8820.0,460.0,1238.0,248.65,147.3,29.2,461.0,233.74,,706.0,34.37,11795.0,251.0,47.49,1625.0,178.0,,0.0467,60.43,454.75,0.00895,12.481,107.0,119200.0,0.6,,41.78,12.86,982.0,,0.0536,390.0,565.0,22.6,2.472,64.2,214.0,1390.0,4.245,13.26,1.645,0.5173,,0.718
143,2014-12-01,1396.61,54.9,130.31,2225.0,37.7,8080.0,434.6,1025.0,228.5,134.1,23.52,510.0,195.8,,997.5,29.495,9701.0,169.05,63.0,1655.0,187.3,,0.067,66.79,501.9,0.00712,10.821,87.01,126000.0,0.5415,280.0,32.23,11.4,820.0,,0.04569,364.0,458.0,24.71,2.28,35.0,123.4,1135.0,4.77,16.36,1.16,0.4151,,0.64
144,2015-01-01,1647.69,61.5,143.82,2789.9,43.84,11610.0,460.0,1075.0,270.15,157.7,31.1,638.0,229.35,,1049.5,41.6,10590.0,217.85,78.49,2291.0,189.7,,0.06894,91.995,642.35,0.72,13.134,86.61,141900.0,0.5251,335.0,38.25,13.33,900.0,,0.04982,405.0,471.0,44.85,2.499,46.9,139.6,1395.0,3.92,34.19,1.25,0.4129,,0.645
145,2015-02-01,1758.97,75.91,152.95,2981.2,53.7,11182.0,503.7,1016.0,316.0,168.6,34.2,541.5,265.85,,1110.0,38.69,11305.0,249.0,68.5,2109.0,195.0,,0.068,81.1,682.0,0.9188,14.6,91.0,138000.0,0.6448,380.0,39.19,18.32,1014.0,,0.07535,452.0,589.0,82.27,2.781,49.3,166.3,1420.0,4.615,58.4,1.59,0.6417,,0.758
146,2015-03-01,1626.18,62.88,138.9,2705.0,45.63,10399.0,432.0,893.0,287.0,165.7,35.1,498.0,252.15,,1016.5,44.5,11350.0,247.0,72.0,2011.0,193.0,36.79,0.06,77.615,658.0,1.0999,14.99,79.0,124500.0,0.5265,349.95,34.0,17.9,915.0,,0.06588,446.0,665.0,74.3,2.95,43.4,193.0,1400.0,4.38,50.76,1.41,0.5078,,0.7175
147,2015-04-01,1688.34,76.9,153.5,2645.6,50.0,9640.0,494.0,1001.0,292.35,167.0,38.4,429.0,256.5,,1545.0,38.85,11280.0,265.0,68.39,2039.0,192.0,31.41,0.0655,68.28,578.55,1.2098,15.12,79.25,121320.0,0.5985,454.95,38.15,15.96,877.0,,0.071,446.0,613.0,64.3,3.15,51.4,208.0,1375.0,4.095,47.29,1.425,0.526,710.0,0.9985
148,2015-05-01,1609.19,73.5,139.0,2461.3,48.25,9005.0,522.5,941.0,280.2,155.0,31.0,438.5,234.0,,1575.0,37.2,10510.0,243.0,63.25,2001.0,183.1,28.78,0.08025,73.0,608.4,1.249,14.705,80.95,123450.0,0.5873,448.0,41.1,16.9,811.0,,0.06508,448.0,616.0,65.25,3.01,52.6,202.0,1575.0,4.09,45.0,1.775,0.5285,740.0,0.9345
149,2015-06-01,1654.55,72.35,145.85,2469.9,48.32,9500.0,557.7,848.0,296.5,156.1,33.1,453.0,232.0,,1710.0,42.65,11399.0,243.1,63.0,2060.0,180.4,28.73,0.079,74.69,594.0,1.225,14.7,90.7,134800.0,0.5514,463.0,38.24,19.84,778.0,,0.06301,415.0,572.0,70.07,3.038,58.3,188.3,1585.0,4.11,48.95,1.92,0.48,728.0,0.887
150,2015-07-01,1669.0,72.3,142.5,2537.6,51.39,9427.0,591.0,882.0,301.85,162.4,33.995,434.5,236.7,,1800.0,37.75,12200.0,224.9,71.2,2430.0,172.8,28.5,0.072,79.22,687.5,1.1335,18.89,84.99,138100.0,0.5349,529.0,39.35,21.09,765.0,3.6745,0.068,460.0,600.0,61.03,2.594,55.4,195.0,1680.0,4.055,43.14,2.21,0.4715,720.0,0.8785
151,2015-08-01,1733.17,74.5,148.19,2531.0,54.34,10569.0,633.0,805.0,323.0,174.0,34.295,491.5,245.1,,2370.0,40.4,12275.0,228.85,65.0,2837.0,201.0,30.39,0.069,80.64,725.2,1.138,22.25,81.49,157900.0,0.5325,554.0,40.0,20.14,814.0,3.6455,0.06499,487.0,574.0,68.39,2.862,54.3,210.0,1735.0,4.12,45.7,2.87,0.452,736.0,0.824
152,2015-09-01,1642.97,75.3,134.55,2242.9,58.05,9500.0,597.0,713.0,308.55,172.0,33.5,566.0,242.95,,2900.0,39.5,11600.0,212.7,57.97,2790.0,191.1,26.1,0.0677,75.06,700.0,1.0535,20.4,85.98,148300.0,0.6099,553.0,35.23,18.4,815.0,3.704,0.05893,488.0,569.0,62.25,2.846,50.9,205.5,1065.0,3.98,41.81,3.05,0.424,735.7,0.8085
153,2015-10-01,1711.53,90.53,135.75,2320.0,68.49,9487.0,584.3,1016.0,328.8,180.9,35.785,565.5,258.1,,2815.0,43.49,11136.0,208.3,51.4,2630.0,222.5,25.6,0.07235,78.2,742.0,1.22,24.07,93.55,148800.0,0.651,616.0,49.0,17.66,827.0,3.756,0.06215,486.0,619.0,64.79,3.037,53.4,227.7,1110.0,4.05,43.16,3.15,0.4535,733.9,0.822
154,2015-11-01,1771.05,102.9,138.0,2534.1,76.2,8920.0,621.0,1094.0,314.05,193.5,33.5,535.5,265.0,,2630.0,42.285,12005.0,217.7,52.18,2715.0,217.8,23.52,0.071,70.08,703.8,1.1745,21.2,87.74,151000.0,0.611,825.0,58.91,17.655,951.0,3.83,0.06112,502.0,673.0,63.11,3.322,50.05,243.4,1250.0,4.76,41.55,3.39,0.4419,729.0,0.83
155,2015-12-01,1761.36,101.26,136.09,2345.9,76.5,9150.0,591.0,1147.0,317.6,199.1,33.975,618.0,253.25,,2875.0,44.225,11228.0,210.0,55.94,2821.0,219.0,22.5,0.0797,62.6,609.5,1.106,18.875,90.55,194000.0,0.679,995.0,56.1,17.65,850.0,3.8,0.0594,498.0,673.0,64.9,3.179,60.55,268.5,1320.0,5.01,40.15,3.76,0.458,743.0,0.819
156,2016-01-01,1784.92,96.5,136.6,2569.0,68.5,8850.0,639.2,1007.0,339.55,184.9,36.565,620.0,272.45,,3245.0,45.995,11500.0,226.0,61.73,2722.0,210.1,22.53,0.0737,65.5,621.5,1.34,19.08,86.29,189200.0,0.649,1020.0,50.5,17.74,866.0,3.76,0.0585,447.0,624.0,61.11,3.034,52.9,259.9,1020.0,4.52,39.88,4.205,0.4503,742.0,0.85
157,2016-02-01,1840.17,107.0,141.4,2686.0,76.9,9142.0,646.0,978.0,323.3,186.0,39.3,689.0,287.6,,3995.0,44.195,10648.0,233.0,69.5,2791.0,250.2,25.16,0.0734,73.6,630.0,1.59,19.26,88.8,178800.0,0.675,1305.0,57.1,17.325,871.0,3.62,0.06816,426.0,594.0,66.4,2.5,52.2,242.1,860.0,6.95,42.0,3.92,0.5367,742.5,1.0265
158,2016-03-01,1871.15,109.9,147.75,2622.0,79.09,8700.0,598.0,1022.0,361.0,203.4,39.71,655.5,305.2,,3803.0,44.96,10550.0,240.1,69.6,2800.0,251.3,22.99,0.07668,83.36,712.0,1.84,22.04,98.6,184400.0,0.6955,1153.0,74.48,17.5,750.0,3.88,0.0826,422.0,681.5,62.01,2.649,51.5,266.4,965.0,6.9,39.87,3.7,0.576,749.0,1.375
159,2016-04-01,1953.05,123.55,168.47,2752.0,84.0,9409.0,612.8,1301.0,340.95,192.0,34.1,667.5,351.0,,4768.0,42.0,9002.0,253.0,73.9,2838.0,250.3,23.42,0.07005,89.25,727.0,1.7975,23.735,98.5,200200.0,0.6902,1010.0,77.48,19.45,740.0,3.92,0.10045,417.0,649.0,66.49,2.639,49.95,299.0,805.0,7.41,41.41,3.99,0.6234,726.0,1.429
160,2016-05-01,1899.01,132.56,145.5,2570.0,91.5,8990.0,659.4,1357.0,301.8,171.9,33.805,766.0,316.0,,4682.0,41.45,9340.0,257.15,70.45,2880.0,251.0,20.3,0.0684,85.99,670.5,1.96,25.72,97.5,170000.0,0.632,860.0,81.7,20.99,747.0,3.91,0.13,446.5,708.0,63.5,2.528,47.8,292.0,823.0,7.88,38.8,3.99,0.635,709.5,1.5955
161,2016-06-01,1891.09,133.0,139.51,2684.0,90.0,8540.0,647.6,1399.0,331.5,176.5,33.205,881.5,330.0,,4696.0,38.4,9012.0,243.05,69.29,2769.0,250.0,20.24,0.068,83.0,700.7,2.524,24.0,92.2,166500.0,0.616,948.0,85.5,20.45,670.5,3.98,0.1565,462.5,823.0,56.71,2.749,44.85,301.7,852.0,7.38,35.99,4.155,0.62,731.0,1.615
162,2016-07-01,1944.62,139.15,137.3,2867.0,98.8,9444.0,648.1,1442.0,317.45,169.0,31.205,971.5,325.5,,4664.0,32.6,10210.0,252.0,71.25,2715.0,250.0,23.1,0.06741,95.29,793.2,2.614,29.495,85.5,166500.0,0.7074,955.0,85.7,23.055,670.0,3.98,0.16099,501.5,907.5,57.51,3.0,48.45,321.5,800.0,8.14,37.9,4.35,0.8744,750.5,1.7005
163,2016-08-01,1971.59,143.5,134.95,2913.0,101.97,9571.0,684.9,1428.0,317.75,175.0,31.19,914.0,344.7,,4600.0,32.74,10262.0,239.1,75.3,2586.0,271.8,24.1,0.06849,90.0,752.0,2.85,30.515,82.18,154900.0,0.7964,895.0,98.65,22.7,669.5,4.13,0.175,513.0,878.0,68.7,2.83,55.8,346.3,935.0,7.9,54.58,5.09,0.9365,766.0,1.672
164,2016-09-01,1978.0,145.34,134.9,3068.0,105.82,9812.0,682.5,1341.0,320.25,181.9,30.71,795.0,342.8,,4485.0,28.995,10391.0,227.5,86.6,2490.0,292.0,21.89,0.0721,82.94,753.0,3.1905,28.56,78.82,135100.0,0.775,835.0,116.93,20.31,609.0,4.25,0.17849,512.0,891.0,90.0,2.899,61.55,343.4,937.0,7.75,74.5,5.225,0.933,777.5,1.72
165,2016-10-01,1989.64,147.4,138.84,3100.0,111.59,9344.0,660.8,1256.0,355.0,203.0,27.015,687.0,347.65,,4400.0,28.73,10630.0,223.5,88.6,2360.0,285.0,23.2,0.06775,102.55,886.4,3.4,31.86,79.01,152000.0,0.7949,824.0,129.95,19.275,602.0,4.275,0.171,464.0,879.5,148.2,2.918,68.9,339.7,829.0,7.62,133.7,6.7,0.976,782.0,1.713
166,2016-11-01,2104.91,158.7,148.8,3188.0,116.08,10371.0,732.0,1201.5,388.3,200.3,29.97,608.5,340.2,,4260.0,31.415,10500.0,230.25,92.49,2552.0,279.0,26.55,0.0694,117.94,960.7,3.8,34.445,84.6,177800.0,0.9401,814.0,134.83,21.795,567.0,4.275,0.2002,501.0,916.5,182.81,2.82,73.9,373.0,878.0,8.21,136.55,6.505,1.2097,787.0,2.3
167,2016-12-01,2232.72,173.25,154.55,3449.0,129.75,10122.0,791.9,1247.5,427.0,235.0,30.95,638.5,402.8,,4431.0,32.07,11000.0,259.0,97.43,2599.0,290.0,26.23,0.074,114.98,942.2,3.844,33.265,84.0,197950.0,0.9259,804.0,152.85,23.17,579.6,4.3,0.2032,492.0,952.0,181.25,2.878,79.0,387.5,780.0,9.14,147.3,6.585,1.1439,795.0,2.48
168,2017-01-01,2217.39,172.2,149.8,3370.0,128.6,9629.0,759.8,1379.0,406.7,225.5,32.35,692.0,400.6,,4648.0,34.35,9650.0,275.7,105.7,2849.0,285.9,35.86,0.06897,118.05,950.0,4.0735,39.345,83.49,204250.0,1.0337,857.0,174.17,23.905,632.8,4.262,0.2323,475.0,1001.0,186.01,2.826,82.95,385.0,821.0,11.9,160.3,7.08,1.2385,802.5,2.8305
169,2017-02-01,2035.77,156.0,134.0,3086.0,118.81,9311.0,754.0,1330.0,340.95,212.0,29.395,691.0,331.1,,4450.0,31.81,9133.0,275.5,92.06,2400.0,290.0,28.69,0.06608,112.65,827.3,4.0255,36.98,78.06,184950.0,0.9379,810.0,165.2,22.62,650.5,4.231,0.214,391.0,952.5,146.8,2.582,75.6,373.8,819.0,10.91,134.35,6.3,1.02,810.0,2.4085
170,2017-03-01,1995.9,159.8,127.9,2981.0,120.8,8929.0,704.9,1245.5,347.65,204.2,29.45,698.5,323.5,,4450.0,32.19,9261.0,272.6,91.01,2366.0,296.6,29.89,0.06625,113.11,809.9,4.0125,36.635,76.95,173200.0,0.9329,697.0,168.0,22.23,639.0,4.39,0.1791,381.5,927.0,151.62,2.674,73.5,375.4,956.0,9.8,121.2,6.05,0.9398,802.5,2.402
171,2017-04-01,2016.71,165.2,136.75,2818.0,125.82,8747.0,695.4,1534.5,377.0,238.1,27.91,754.0,317.25,,4405.0,30.505,8776.0,273.85,98.11,2415.0,288.2,29.38,0.06671,107.75,776.0,4.05,33.905,74.5,192700.0,0.895,699.0,175.75,21.35,598.8,4.414,0.1964,364.5,870.0,177.77,2.52,73.5,381.8,1090.0,10.38,116.8,7.135,0.96,722.5,2.337
172,2017-05-01,1900.38,155.93,120.28,2753.0,124.69,7902.0,641.0,1505.0,384.5,298.9,30.28,741.5,301.55,,4427.0,28.225,9197.0,236.5,88.35,2307.0,302.0,27.16,0.06615,115.5,738.5,3.989,31.095,71.5,158700.0,0.78,613.0,188.6,12.455,597.0,4.24,0.1641,347.0,906.5,155.35,2.597,81.99,387.0,1297.0,9.2,106.75,6.9,0.7639,775.0,2.302
173,2017-06-01,1879.5,145.59,118.49,2872.5,120.29,8068.0,645.5,1536.0,375.6,273.4,25.67,667.0,323.0,,3971.08,28.49,9180.0,234.5,86.55,2301.0,296.9,29.05,0.064,115.65,776.0,3.833,33.35,71.37,159500.0,0.7962,688.0,195.3,12.13,538.0,4.5,0.1714,346.5,820.0,138.3,2.507,76.4,392.4,1446.0,9.15,122.15,7.045,0.797,794.5,2.236
174,2017-07-01,1919.53,164.53,116.1,2797.5,134.99,8930.0,607.7,1743.0,390.1,264.5,26.62,732.0,311.3,,3909.75,28.8,9525.0,236.2,83.65,2385.0,292.8,32.3,0.05969,125.0,833.7,3.78,33.8,65.15,180500.0,0.7666,729.0,201.7,12.0,567.9,4.436,0.167,362.0,725.0,143.35,2.449,77.9,407.1,1089.0,9.21,107.05,7.615,0.8644,787.0,2.6105
175,2017-08-01,2022.22,183.51,117.97,2940.5,157.98,9790.0,599.3,1752.0,388.0,270.0,27.0,674.4,304.0,,4547.0,29.0,10800.0,270.0,81.2,2303.0,289.9,41.24,0.06456,139.92,910.0,3.93,40.26,67.0,178250.0,0.8307,702.0,191.8,11.75,567.0,4.58,0.177,362.0,779.5,169.6,2.41,68.89,419.8,974.0,9.3,114.85,7.445,1.0198,782.0,3.263
176,2017-09-01,2077.19,192.33,122.2,3064.0,155.7,9920.0,664.0,1873.0,411.25,289.1,29.5,649.8,318.95,,4450.0,29.6,10100.0,282.05,82.3,2325.0,316.3,43.25,0.06159,132.29,869.5,3.712,43.285,69.36,177400.0,0.8514,713.0,183.95,13.36,656.0,4.599,0.1711,358.0,807.0,151.1,2.431,68.01,416.1,970.0,9.24,100.15,8.155,1.0175,729.0,3.03
