,date,imoex,SBER,GAZP,LKOH,SBERP,GMKN,NVTK,YNDX,TATN,TATNP,SNGS,POLY,ROSN,TCSG,PLZL,SNGSP,MGNT,MTSS,ALRS,PHOR,PIKK,RUAL,VTBR,NLMK,CHMF,IRAO,MAGN,RTKM,TRNFP,HYDR,AGRO,AFLT,AFKS,MFON,CBOM,FEES,LNTA,LSRG,MTLR,UPRO,TRMK,MVID,QIWI,SELG,MTLRP,NMTP,RSTI,UWGN,MSNG
177,2017-10-01,2064.31,193.8,125.9,3096.0,158.52,10592.0,651.0,1950.0,436.0,316.8,29.175,675.6,318.7,,4804.0,29.0,7693.0,281.5,75.2,2340.0,311.6,37.71,0.06,133.21,898.3,3.579,44.15,68.3,185000.0,0.817,700.0,180.0,13.17,580.0,4.547,0.158,369.5,815.0,149.45,2.565,79.5,422.9,991.0,9.27,97.55,8.61,0.9471,783.5,3.0685
178,2017-11-01,2100.62,224.35,132.15,3292.5,184.53,9876.0,650.0,1940.5,456.7,353.9,27.5,703.8,293.6,,4912.0,28.39,6359.0,284.55,77.87,2470.0,299.6,35.69,0.05078,132.25,924.0,3.6855,43.93,64.0,178000.0,0.814,704.5,152.5,10.665,550.0,4.35,0.16475,338.0,796.0,138.1,2.663,78.9,390.6,916.0,10.2,111.9,8.3,0.8451,777.0,2.95
179,2017-12-01,2109.74,225.2,130.5,3334.5,189.0,10850.0,677.7,1894.0,478.8,365.0,27.89,706.6,291.5,,4595.0,28.145,6340.0,276.0,75.06,2499.0,326.5,40.55,0.04732,147.22,887.4,3.4,41.86,63.9,179900.0,0.7289,568.5,138.45,12.09,512.9,4.742,0.16205,336.0,826.5,147.75,2.529,73.9,415.0,910.0,9.97,132.05,7.85,0.8204,789.5,2.624
180,2018-01-01,2289.99,264.5,143.36,3728.0,217.49,11608.0,727.7,2179.0,565.2,409.0,28.74,665.7,343.2,,4580.0,29.685,5330.0,309.0,81.5,2450.0,306.0,41.18,0.0494,147.0,919.1,3.79,45.61,67.0,180000.0,0.7255,580.5,133.3,12.2,531.4,4.66,0.175,392.5,842.0,146.05,2.53,83.0,400.5,955.0,10.2,147.0,8.745,0.9135,790.0,2.7225
181,2018-02-01,2296.8,272.4,143.16,3776.5,227.0,11159.0,710.0,2343.5,594.0,402.8,28.715,594.0,330.5,,4646.0,29.5,4782.0,307.6,86.3,2397.0,323.1,38.97,0.05276,146.1,918.4,3.72,47.68,68.21,185000.0,0.7815,575.5,141.45,12.09,564.4,4.734,0.1759,368.5,859.0,144.0,2.724,80.8,416.0,940.0,9.6,147.0,8.245,0.8301,788.0,2.7275
182,2018-03-01,2270.98,253.57,142.33,3961.0,214.14,10760.0,737.6,2287.0,611.6,416.0,28.37,591.7,313.9,,4520.0,29.56,4680.0,294.15,92.0,2317.0,315.2,35.35,0.05166,143.5,872.4,3.82,44.135,67.75,175900.0,0.7699,600.0,155.6,11.85,540.2,4.849,0.1812,344.0,874.0,124.05,2.91,83.95,406.5,1093.0,9.45,144.45,7.765,0.7594,735.0,2.9
183,2018-04-01,2307.02,226.99,145.93,4156.5,196.22,10814.0,770.0,2097.5,671.05,475.5,29.44,631.3,383.0,,3995.0,31.015,4902.0,296.4,89.61,2500.0,306.3,31.06,0.05397,161.16,1011.9,4.0,48.68,65.68,172450.0,0.745,689.0,144.0,11.23,473.0,4.62,0.1755,354.0,836.0,120.2,2.776,76.55,406.5,1143.0,9.26,131.55,7.16,0.835,720.5,2.5735
184,2018-05-01,2302.88,222.36,145.0,4209.0,196.0,11111.0,838.2,2076.5,666.5,458.0,28.63,572.0,385.3,,3750.0,30.48,5111.0,282.4,88.3,2322.0,329.8,27.35,0.04989,163.15,1002.8,4.08,49.09,65.99,170600.0,0.7239,715.0,140.8,10.415,473.2,4.842,0.1825,351.5,836.5,111.85,2.844,82.5,407.8,1030.0,9.04,137.6,6.745,0.7971,664.0,2.578
185,2018-06-01,2295.95,218.0,141.01,4350.0,186.5,11399.0,852.8,2244.0,675.95,465.1,28.48,553.2,396.15,,4206.0,31.625,4600.0,278.1,100.0,2270.0,334.0,24.0,0.04801,151.84,930.1,4.1,42.55,73.22,166400.0,0.6756,680.0,139.8,8.81,504.0,4.927,0.1875,350.0,849.5,98.05,2.907,76.15,404.8,974.0,13.03,131.35,6.5,0.791,644.5,2.342
186,2018-07-01,2321.11,214.86,143.79,4451.5,182.42,10882.0,924.4,2250.0,721.4,482.0,28.99,545.0,419.0,,4469.0,34.55,4128.0,263.8,97.28,2284.0,342.5,26.04,0.04828,162.4,1020.3,4.1425,46.26,70.3,162600.0,0.6788,660.0,122.95,9.07,590.0,4.944,0.1704,312.0,774.0,92.8,2.702,70.35,378.0,999.0,10.18,109.25,6.4,0.7672,552.0,2.4015
187,2018-08-01,2345.85,182.0,149.95,4700.5,159.49,11220.0,1083.0,2150.0,783.1,526.0,28.74,573.2,435.7,,4373.0,37.42,4057.0,261.95,101.39,2609.0,364.0,21.65,0.0414,165.66,1086.1,4.04,48.445,67.6,142500.0,0.6369,708.0,115.5,8.29,505.0,5.0,0.163,287.0,721.0,89.25,2.668,70.6,433.0,959.0,9.86,100.85,6.225,0.677,541.4,1.8565
188,2018-09-01,2475.36,203.32,162.61,5022.0,171.05,11388.0,1168.2,2160.5,835.4,575.0,27.425,526.2,493.0,,4128.0,38.07,3835.0,272.5,106.79,2517.0,347.6,28.06,0.04076,177.9,1091.3,4.1065,52.185,69.95,165750.0,0.6206,674.5,106.55,8.7,566.0,5.049,0.1661,231.5,676.0,105.35,2.698,67.7,409.5,862.0,10.14,109.35,6.84,0.7185,459.0,2.098
189,2018-10-01,2352.71,189.8,155.47,4945.0,163.3,11000.0,1049.8,1916.5,784.4,526.0,26.57,608.0,460.45,,4152.0,38.135,3590.0,257.6,99.9,2470.0,352.3,28.5,0.03658,160.42,1030.0,3.982,47.945,70.0,170900.0,0.5498,662.0,97.25,7.8,586.0,5.028,0.15295,237.5,629.5,92.1,2.708,61.1,398.5,849.0,9.75,98.1,6.135,0.674,435.6,1.9285
190,2018-11-01,2392.5,194.0,161.29,4896.0,169.0,12738.0,1127.2,1965.0,712.7,508.1,27.35,667.3,423.1,,4827.5,37.75,3500.0,247.55,99.63,2593.0,351.1,28.99,0.0373,158.36,1002.7,4.095,46.805,71.27,175400.0,0.5046,738.0,114.4,8.569,582.0,5.195,0.15518,236.9,639.0,90.8,2.755,55.05,418.2,997.0,9.6,104.4,6.83,0.73,411.2,1.75
191,2018-12-01,2369.33,186.3,153.5,4997.0,166.18,13039.0,1132.0,1930.0,737.9,522.0,26.88,731.2,432.5,,5399.0,39.395,3511.5,238.0,98.62,2546.0,376.3,30.795,0.03385,157.42,942.9,3.8795,43.04,73.07,171000.0,0.4858,791.5,101.18,7.999,639.7,5.17,0.14812,214.0,597.8,73.47,2.6,53.65,410.0,943.0,9.95,100.3,6.85,0.7755,397.0,2.074
192,2019-01-01,2521.1,217.9,162.82,5272.5,186.11,13596.0,1145.0,2212.0,806.9,569.0,27.355,746.9,411.25,,5494.0,40.57,4155.0,260.75,98.56,2583.0,352.0,29.295,0.03777,152.02,998.5,3.825,43.3,72.25,174500.0,0.513,811.0,107.92,9.61,647.8,5.375,0.16618,217.8,656.0,81.79,2.751,53.7,400.6,1029.0,9.5,106.55,6.92,0.9817,394.8,2.183
193,2019-02-01,2485.27,207.8,158.99,5501.0,180.15,14114.0,1080.4,2208.0,776.1,548.5,25.69,778.0,398.8,,5470.0,40.175,3780.0,253.0,95.1,2555.0,359.0,31.685,0.0359,158.44,1028.8,3.915,44.5,72.9,170600.0,0.497,829.0,97.1,9.919,654.8,5.515,0.167,201.1,637.4,76.13,2.71,48.34,412.0,902.0,9.7,100.0,7.45,0.987,493.2,2.117
194,2019-03-01,2497.1,214.42,149.61,5894.0,188.2,13720.0,1078.2,2293.6,755.0,557.8,24.875,737.9,412.0,,5437.0,40.98,3640.0,252.45,92.42,2393.0,353.8,28.1,0.035645,170.5,1028.0,3.737,45.9,72.51,176500.0,0.5008,752.0,96.3,9.542,642.2,5.967,0.1641,220.7,660.0,68.59,2.585,57.74,408.5,942.5,9.92,101.9,7.35,0.97,428.5,2.098
195,2019-04-01,2559.32,225.17,163.95,5511.0,198.39,14342.0,1205.2,2391.0,757.5,634.6,24.565,678.4,428.8,,5037.5,39.165,3720.0,254.9,94.23,2363.0,365.5,27.68,0.0355,171.1,1045.2,3.92,44.2,74.0,168000.0,0.54,750.0,96.32,8.821,652.6,5.93,0.166,231.1,666.0,68.17,2.609,59.1,422.0,900.0,9.3,106.15,7.185,1.069,425.7,2.2365
196,2019-05-01,2665.33,233.24,215.1,5268.5,205.51,13718.0,1323.0,2336.6,748.5,584.4,24.94,700.5,433.0,,5170.5,40.465,3738.5,255.8,88.15,2469.0,368.4,23.7,0.036705,172.32,1036.4,4.014,44.655,76.99,161350.0,0.5399,759.0,93.8,9.02,650.6,5.96,0.17268,234.1,693.2,61.4,2.491,59.0,424.4,1082.0,9.68,112.75,7.35,1.2429,403.5,2.294
197,2019-06-01,2765.85,238.55,232.83,5305.0,205.6,14308.0,1337.4,2405.4,774.9,636.2,26.34,802.8,414.5,,5828.0,42.61,3735.0,284.9,86.04,2484.0,374.9,26.1,0.03988,159.7,1067.6,4.529,44.985,81.15,165450.0,0.6004,741.4,101.76,9.873,,5.965,0.2025,205.0,782.2,66.5,2.625,59.96,426.9,1250.5,9.78,127.2,7.515,1.38,417.0,2.51
198,2019-07-01,2739.5,233.49,236.9,5226.5,202.9,14646.0,1319.6,2490.0,743.2,674.1,27.06,770.3,421.95,,6460.0,31.14,3785.0,265.0,81.5,2377.0,395.0,28.935,0.0425,150.9,1028.8,4.4715,42.88,82.46,157700.0,0.5656,740.6,106.94,12.088,,5.962,0.184,212.6,778.8,67.35,2.66,58.38,429.0,1388.0,9.45,101.6,7.69,1.1919,408.5,2.2925
199,2019-08-01,2740.04,224.2,232.15,5379.5,194.89,16088.0,1288.0,2462.8,743.1,635.0,27.45,964.7,406.95,,7665.0,32.245,3690.0,266.35,74.26,2548.0,387.3,26.75,0.03868,148.84,1002.8,4.29,41.84,81.01,150400.0,0.5488,725.0,109.74,11.63,,5.958,0.1775,219.0,763.4,59.95,2.72,55.0,463.5,1650.0,9.3,88.4,8.135,1.1728,371.9,2.2355
200,2019-09-01,2747.18,227.71,225.9,5387.5,201.0,16686.0,1312.4,2263.4,687.4,626.7,35.4,912.7,419.3,,7545.0,37.46,3558.0,265.0,74.5,2486.0,400.5,28.8,0.042595,142.22,933.2,4.4895,39.155,78.5,149800.0,0.5217,697.2,103.18,12.68,,5.778,0.18576,217.4,722.0,63.31,2.652,55.74,422.0,1400.0,9.37,89.85,8.41,1.2349,355.9,2.2505
201,2019-10-01,2893.98,234.89,260.0,5919.5,212.55,17888.0,1360.0,2125.8,748.2,659.0,43.0,1052.0,426.0,1216.0,7469.0,37.68,3232.0,285.0,74.51,2427.0,348.0,28.805,0.04309,125.04,882.2,4.32,36.53,78.5,166500.0,0.5098,681.4,106.9,14.568,,5.772,0.1845,205.3,709.8,60.51,2.64,53.2,425.4,1239.0,9.6,88.5,8.235,1.1935,351.1,2.2685
202,2019-11-01,2935.37,233.98,257.54,6137.5,212.5,17046.0,1267.6,2693.0,740.4,689.9,44.1,965.8,441.0,1185.8,6891.0,36.09,3283.0,304.5,77.9,2416.0,385.7,27.91,0.04533,129.42,908.0,4.4595,38.985,80.5,169900.0,0.5315,643.8,102.84,15.0,,5.939,0.1953,204.1,760.0,61.72,2.712,51.9,493.3,1270.0,11.26,89.3,8.005,1.191,345.1,2.4385
203,2019-12-01,3045.87,254.75,256.4,6169.0,228.3,19102.0,1262.0,2697.0,759.7,734.0,50.47,971.0,449.7,1311.2,7103.5,37.725,3425.0,319.95,84.32,2408.0,400.4,30.8,0.0459,143.72,937.6,5.042,41.95,78.36,176750.0,0.5553,644.8,103.5,15.236,,5.879,0.20064,192.0,764.0,63.14,2.78,58.0,518.6,1185.0,12.26,89.1,8.99,1.3839,313.3,2.26
204,2020-01-01,3076.65,252.2,226.7,6550.5,227.1,20800.0,1155.6,2873.4,761.0,716.9,46.045,1082.2,480.5,1515.0,7814.5,36.105,3727.0,326.4,80.2,2469.0,435.6,34.795,0.0464,138.0,911.4,5.785,44.91,88.0,164950.0,0.6888,640.0,107.4,18.317,,5.778,0.21914,192.5,905.0,98.1,2.942,55.66,519.8,1189.0,14.4,107.4,9.17,1.6018,326.6,2.312
205,2020-02-01,2785.08,233.36,202.65,5699.5,215.15,20250.0,964.8,2659.8,671.6,660.8,38.435,1025.1,403.4,1474.2,8464.0,32.77,3160.5,320.5,71.39,2317.0,390.9,31.375,0.04333,124.94,814.6,5.204,39.985,86.68,151850.0,0.6422,574.2,92.94,16.035,,5.65,0.207,161.5,827.0,85.7,2.988,51.26,484.1,1172.5,14.08,94.0,8.68,1.4489,290.5,2.3245
206,2020-03-01,2508.81,187.21,181.41,4715.0,176.83,19518.0,917.6,2714.4,552.6,520.5,33.9,1354.4,314.35,900.0,10637.5,37.6,3202.5,299.1,64.59,2480.0,410.0,25.15,0.0326,124.0,866.6,4.9225,38.5,74.0,147750.0,0.6077,575.4,68.38,13.115,,5.495,0.16098,151.6,587.0,60.79,2.574,42.3,390.0,881.0,15.71,64.5,8.675,1.1792,227.6,1.849
207,2020-04-01,2650.56,197.25,190.0,4826.5,177.2,20478.0,1037.2,2850.8,550.0,514.1,37.115,1535.6,335.65,1025.0,12110.0,36.34,3690.0,319.6,62.2,2701.0,391.5,26.37,0.0349,128.34,889.6,5.0,40.26,82.1,136500.0,0.6301,626.4,75.76,14.45,,5.45,0.18354,153.9,604.0,65.67,2.804,56.62,363.7,925.5,21.3,74.0,8.66,1.283,242.9,1.962
208,2020-05-01,2734.83,200.5,199.95,5242.5,181.6,22110.0,1029.6,2833.2,532.0,509.0,39.61,1413.5,376.2,1253.0,11673.0,35.41,3740.0,320.0,66.0,2788.0,383.9,27.81,0.03631,137.76,934.6,4.944,40.44,82.92,129100.0,0.6929,658.0,78.06,15.3,,5.415,0.18354,152.0,584.8,64.65,2.737,59.24,340.0,981.0,24.36,77.95,9.48,1.653,242.4,2.0285
209,2020-06-01,2743.2,203.22,194.31,5313.0,188.76,18784.0,1022.0,3545.6,556.3,539.9,38.415,1392.8,361.8,1437.6,11970.0,35.19,4035.0,330.45,64.49,2643.0,425.0,26.28,0.03505,140.88,864.0,4.865,36.985,87.7,134150.0,0.7367,644.2,82.34,17.1,,5.579,0.1867,170.0,700.8,65.16,2.785,60.02,406.7,1229.5,24.59,82.6,10.46,1.4935,237.7,2.2195
210,2020-07-01,2911.57,221.57,182.59,5087.5,205.47,19650.0,1089.4,4257.0,554.7,537.5,37.25,1849.8,356.9,1870.0,16949.0,37.555,4586.0,327.55,68.27,2689.0,486.9,28.0,0.038755,145.72,912.6,5.8,39.96,89.88,134700.0,0.7635,720.0,83.2,19.758,,5.944,0.1999,214.6,734.0,65.98,2.831,60.38,431.3,1437.0,39.2,84.4,9.23,1.592,238.3,2.169
211,2020-08-01,2966.2,226.1,181.01,4991.0,215.5,19394.0,1103.0,5089.4,547.8,532.7,36.705,2004.9,373.2,1893.4,18085.5,37.22,4474.5,335.9,66.15,2765.0,506.2,30.67,0.035375,154.48,931.0,5.217,37.85,96.63,137650.0,0.73,761.4,81.02,21.39,,5.862,0.1958,203.6,780.4,64.1,2.699,58.5,562.7,1331.5,47.32,71.2,8.87,1.4525,231.9,2.069
212,2020-09-01,2905.81,229.14,169.97,4470.0,221.8,18762.0,1064.0,5062.0,463.6,443.6,34.685,1680.0,383.0,2045.2,16250.5,38.95,4956.0,338.7,73.78,2858.0,568.2,31.4,0.034475,172.0,992.0,5.62,38.63,98.41,147550.0,0.7609,744.4,74.12,21.08,,5.853,0.1973,227.1,856.2,61.52,2.787,60.9,679.1,1345.0,42.18,66.5,8.565,1.4785,201.0,2.046
213,2020-10-01,2690.59,200.99,154.28,4050.0,192.91,18864.0,951.4,4561.0,412.6,397.6,32.92,1672.3,349.8,1872.2,15536.5,36.55,4706.0,311.6,70.75,2800.0,569.0,30.405,0.032665,185.1,1085.0,5.09,37.19,92.38,132150.0,0.7183,730.6,57.3,25.23,,5.442,0.18932,206.0,904.4,54.15,2.59,56.06,680.5,1169.0,41.44,62.15,7.845,1.4452,170.0,1.996
214,2020-11-01,3107.58,249.63,181.89,5063.0,229.25,21476.0,1199.4,5278.0,492.3,469.0,35.505,1593.0,449.5,2360.0,14530.0,40.0,4979.0,321.65,88.52,3007.0,596.5,37.585,0.03721,192.62,1131.8,5.157,43.48,95.67,142400.0,0.7805,804.4,71.66,30.722,,5.975,0.20092,219.0,907.8,58.6,2.777,68.9,722.8,1111.0,45.04,70.15,8.23,1.6934,190.5,2.0375
215,2020-12-01,3289.02,271.65,212.98,5169.5,242.06,23682.0,1261.4,5167.0,513.7,475.7,35.985,1735.1,435.1,2360.4,15245.0,41.915,5685.5,331.2,99.0,3136.0,595.9,35.42,0.037895,208.84,1323.2,5.3,55.835,96.52,140550.0,0.7821,837.0,71.44,28.711,,6.152,0.2225,262.7,867.6,79.1,2.787,61.16,712.0,762.0,45.5,77.05,8.1,1.7702,142.0,2.0665
216,2021-01-01,3276.34,258.11,212.83,5377.0,237.78,24364.0,1266.8,4760.6,489.3,457.0,33.47,1640.1,473.0,3090.8,14305.5,40.255,4924.0,328.85,99.22,3644.0,706.9,34.865,0.036635,210.42,1262.8,5.252,51.895,101.03,142550.0,0.777,888.0,69.88,31.458,,6.155,0.213,251.0,942.6,70.19,2.826,57.1,715.5,740.5,43.83,73.9,8.28,1.6145,134.1,2.1615
217,2021-02-01,3341.1,270.17,217.56,5575.5,249.4,23502.0,1276.0,4813.2,522.5,491.8,32.5,1503.0,523.35,3857.0,14027.0,39.28,4929.0,313.05,99.52,4048.0,770.8,38.93,0.037075,222.12,1343.6,5.1225,54.205,108.85,142850.0,0.7818,900.2,69.66,35.02,,6.694,0.21462,264.0,862.2,70.0,2.807,57.54,820.4,806.0,43.57,76.55,8.03,1.698,132.0,2.1645
218,2021-03-01,3536.98,291.02,227.24,6111.5,270.93,23704.0,1488.2,4859.0,594.2,558.3,34.53,1484.0,572.6,4436.0,13926.0,42.01,5344.5,316.2,105.98,4073.0,937.0,49.445,0.042715,242.16,1534.6,5.12,60.885,107.4,147800.0,0.8114,915.4,67.44,34.266,,7.117,0.21742,245.4,828.6,68.0,2.949,80.54,728.0,802.5,43.16,72.7,7.66,1.5209,111.0,2.28
219,2021-04-01,3542.57,297.73,231.38,5805.0,283.5,25732.0,1358.0,4934.8,506.5,469.1,34.11,1566.1,525.2,4361.4,13959.5,43.0,5119.0,320.6,108.97,4360.0,926.5,50.65,0.0516,264.68,1774.0,4.941,65.265,104.0,141400.0,0.8248,896.0,64.54,34.01,,6.799,0.2132,230.5,818.8,72.74,2.872,76.24,681.0,796.0,43.71,77.35,7.395,1.4308,81.5,2.23
220,2021-05-01,3720.68,310.79,261.03,5993.0,293.28,26404.0,1447.6,4942.0,501.1,477.5,36.255,1746.6,531.4,5512.6,15850.5,46.695,5460.5,338.75,117.2,4668.0,1028.4,57.68,0.04875,261.88,1686.0,5.0655,63.17,103.16,142450.0,0.8602,938.6,70.06,31.74,,6.63,0.2193,244.9,775.6,79.86,2.895,72.52,673.5,803.0,46.9,116.0,7.19,1.4128,75.2,2.391
221,2021-06-01,3841.85,306.45,281.8,6762.5,282.16,24812.0,1608.0,5176.6,531.3,502.0,36.635,1598.2,571.2,6421.0,14241.0,46.355,5301.0,341.3,133.74,4784.0,1080.1,49.595,0.048475,230.74,1577.4,4.7165,60.585,102.0,173300.0,0.8694,1001.4,68.6,31.904,,6.513,0.21974,246.5,774.2,75.54,2.757,67.56,616.0,785.0,44.74,117.3,6.89,1.357,69.9,2.3465
222,2021-07-01,3771.58,305.59,287.35,6299.0,288.7,25318.0,1633.8,4970.4,488.4,456.1,32.465,1592.4,544.5,6113.8,14000.0,38.1,5337.0,316.1,130.57,4637.0,1150.3,51.96,0.04846,258.5,1799.4,4.373,68.795,93.51,162650.0,0.8125,1063.0,67.16,29.661,,6.572,0.20196,233.4,768.6,80.5,2.741,99.7,641.1,746.5,44.05,132.0,7.2,1.3234,69.9,2.159
223,2021-08-01,3913.08,327.94,305.65,6283.5,308.65,24032.0,1725.2,5615.0,485.1,457.3,33.68,1472.5,533.6,6452.2,13259.5,38.69,5539.5,330.15,145.11,4874.0,1344.7,53.03,0.05269,247.6,1722.4,4.5975,73.845,94.3,157950.0,0.8212,1174.0,69.32,30.362,,6.936,0.1973,231.4,776.4,114.48,2.816,116.4,624.9,700.0,43.62,236.0,8.04,1.3127,90.2,2.5
224,2021-09-01,4088.38,340.99,360.8,6903.5,317.26,21830.0,1921.0,5804.6,527.3,484.0,36.74,1247.2,614.35,6628.4,12048.0,40.055,6060.0,330.1,133.45,5111.0,1430.0,69.845,0.05167,216.62,1520.0,4.6315,68.375,90.52,159500.0,0.8098,1080.0,69.96,26.898,,7.175,0.18568,216.7,758.4,150.9,2.734,92.2,587.2,612.5,45.62,256.3,7.725,1.2816,105.8,2.3885
225,2021-10-01,4143.22,356.14,350.18,7272.5,322.38,22170.0,1804.8,5879.2,540.0,489.3,34.015,1317.0,636.1,7310.0,13985.5,38.57,6472.0,311.35,125.21,5602.0,1177.0,71.705,0.05273,223.6,1614.2,4.776,65.93,93.25,152150.0,0.8169,1178.0,68.48,27.083,,7.159,0.1864,218.6,749.4,145.53,2.728,86.7,589.7,621.0,56.61,296.5,7.765,1.3936,98.7,2.245
226,2021-11-01,3890.59,315.0,334.24,6513.0,291.82,21538.0,1627.6,5359.4,473.3,439.3,36.42,1356.8,566.1,7114.0,14170.0,37.525,5733.0,293.75,128.44,5670.0,1081.9,67.805,0.047195,217.08,1564.6,4.2915,59.66,84.8,141850.0,0.7367,1135.4,60.32,25.097,,6.73,0.1659,204.6,745.0,109.18,2.727,75.5,552.5,629.5,61.7,259.9,7.24,1.2528,77.5,2.126
227,2021-12-01,3787.26,293.49,342.39,6573.0,279.0,22900.0,1719.4,4569.4,502.0,462.8,39.91,1311.9,599.0,6118.0,13087.0,38.57,5444.0,298.9,122.34,5863.0,1102.4,73.245,0.048195,217.04,1604.2,4.26,69.65,86.63,158800.0,0.7435,1173.0,59.16,23.364,,6.852,0.16268,191.1,609.0,123.29,2.612,72.56,437.7,609.0,57.71,313.55,6.75,1.1223,75.0,2.098
228,2022-01-01,3530.38,269.42,334.8,6878.0,255.53,21916.0,1637.2,3717.6,499.7,453.5,36.53,1108.7,576.95,5587.0,12230.0,37.405,5079.0,287.4,113.8,5481.0,971.5,72.42,0.04378,213.34,1511.0,3.8975,61.65,75.06,148100.0,0.7359,1101.2,57.32,20.501,,7.203,0.1444,169.3,656.2,115.97,2.412,75.26,373.9,575.0,49.6,313.0,6.65,1.048,,2.112
229,2022-02-01,2470.48,131.12,228.0,4915.0,131.3,19052.0,1134.0,1931.2,353.0,313.1,22.42,837.0,307.95,3054.5,10633.0,29.985,3202.0,217.5,79.6,5015.0,495.0,60.055,0.02011,177.5,1315.0,2.579,47.675,62.27,128750.0,0.6542,864.8,36.74,12.63,,5.17,0.09308,120.7,520.0,83.3,1.649,60.54,264.4,392.5,44.55,222.0,4.135,0.6602,,1.707
230,2022-03-01,2703.51,143.69,242.48,5680.0,145.9,20974.0,1450.0,2259.0,411.8,356.3,24.7,973.0,437.5,3318.5,12727.0,36.75,4155.0,238.65,95.7,8045.0,596.0,68.0,0.0198,171.9,1100.0,2.7255,43.9,66.6,119300.0,0.7135,1083.0,37.74,13.909,,5.768,0.11214,178.2,564.8,102.44,1.661,67.5,272.2,485.0,47.9,206.8,5.1,0.754,,1.796
231,2022-04-01,2445.17,128.8,240.4,4699.5,130.4,21550.0,1076.0,1766.6,386.2,357.0,23.69,721.5,409.0,2608.0,13630.0,33.275,4592.5,209.05,80.33,7107.0,560.1,67.5,0.020095,158.6,1095.0,2.6995,44.93,60.39,113300.0,0.8026,856.4,31.14,12.909,,5.577,0.10024,102.0,505.0,133.0,1.437,59.38,227.2,334.5,49.02,185.8,5.565,0.6476,,1.72
232,2022-05-01,2355.75,118.3,293.75,4061.5,111.61,20190.0,910.0,1567.8,392.0,353.2,22.265,564.1,377.0,2111.5,11624.0,35.355,4640.0,254.95,73.8,7125.0,542.9,59.15,0.01831,144.3,974.8,3.16,35.71,57.9,113850.0,0.802,920.0,28.0,12.959,,5.569,0.0951,,500.6,129.83,1.23,54.0,200.9,403.0,48.01,212.7,5.725,0.6427,,1.8935
233,2022-06-01,2204.85,125.2,207.0,3905.0,121.21,17400.0,1024.0,1603.8,429.5,398.9,24.03,377.5,362.25,1804.0,8850.0,34.95,4238.0,273.7,67.7,7880.0,730.1,53.53,0.01778,133.4,830.0,3.33,32.095,63.81,119450.0,0.7846,863.8,26.68,14.5,,4.987,0.09026,,558.4,123.89,1.482,55.72,188.8,299.0,40.79,139.0,5.34,0.5905,,2.029
234,2022-07-01,2213.81,131.9,195.26,3877.0,125.55,16150.0,1052.0,1952.0,409.0,376.1,28.165,270.0,353.0,1950.0,8644.0,29.35,4889.0,243.45,64.5,7441.0,771.0,50.235,0.018585,130.0,733.8,3.233,26.47,60.96,111300.0,0.7701,846.8,27.7,14.766,,4.896,0.0951,,573.8,125.4,1.482,75.78,198.2,303.0,44.0,151.0,4.77,0.8459,,1.879
235,2022-08-01,2400.08,134.25,254.9,4270.0,128.32,16140.0,1133.0,2170.6,456.0,418.0,25.5,376.5,368.0,2712.5,8320.0,28.98,5490.5,236.3,73.1,7918.0,765.8,48.8,0.019345,120.66,754.8,3.21,29.22,60.03,101400.0,0.8004,911.6,28.9,14.662,,5.646,0.09774,,601.0,124.5,1.377,89.3,218.0,352.0,46.95,158.25,5.1,0.5998,,1.8335
236,2022-09-01,1957.31,110.21,217.7,3965.0,105.66,12458.0,969.0,1877.6,362.1,356.2,18.005,250.9,264.05,2374.0,5018.0,22.0,4722.0,191.65,59.99,6305.0,558.7,33.835,0.01493,84.9,622.0,2.583,24.24,53.01,78500.0,0.6906,711.0,23.14,10.679,,5.866,0.07804,,424.8,81.28,1.069,60.02,146.2,304.0,35.4,108.25,3.8,0.486,,1.597
237,2022-10-01,2166.61,126.72,170.27,4695.5,120.56,13758.0,1104.0,2109.0,387.4,366.5,21.71,297.0,333.9,2620.0,6047.0,26.035,5237.0,225.8,66.07,6320.0,614.0,37.115,0.01684,103.08,786.8,3.088,31.17,57.71,96700.0,0.7733,841.4,25.36,12.77,,6.343,0.08734,,488.8,99.57,1.406,69.1,175.8,352.5,42.56,137.5,4.755,0.5728,,1.783
238,2022-11-01,2174.53,136.78,167.7,4614.5,131.54,14384.0,1040.0,1996.6,366.0,352.7,21.745,356.9,336.25,2723.0,7338.5,24.885,4827.0,236.4,64.99,6443.0,613.5,38.675,0.01694,106.48,790.8,3.287,31.565,57.45,88700.0,0.755,752.0,25.02,12.632,,6.241,0.08658,,468.6,101.5,1.385,77.64,170.8,402.5,44.25,133.75,4.69,0.5761,,1.74
239,2022-12-01,2154.12,141.15,162.56,4069.5,140.99,15300.0,1078.4,1817.8,348.5,341.4,21.645,371.2,365.4,2540.0,7692.0,26.13,4340.5,236.4,58.82,6390.0,602.5,40.135,0.01639,117.76,904.0,3.3945,32.865,55.95,87100.0,0.7625,660.8,24.6,11.937,,6.7,0.08634,,462.6,105.5,1.343,82.8,160.7,413.0,43.6,142.7,4.5,0.5566,,1.7455
