,date,imoex,SBER,GAZP,LKOH,SBERP,GMKN,NVTK,YNDX,TATN,TATNP,SNGS,POLY,ROSN,TCSG,PLZL,SNGSP,MGNT,MTSS,ALRS,PHOR,PIKK,RUAL,VTBR,FIVE,NLMK,CHMF,IRAO,MOEX,MAIL,MAGN,OZON,RTKM,TRNFP,FIXP,DSKY,HYDR,AGRO,AFLT,POGR,VKCO,AFKS,ENPG,MFON,MFON*,CBOM,HHRU,FEES,FLOT,RNFT,LNTA,LSRG,MTLR,UPRO,SFIN,GLTR,TRMK,MVID,QIWI,SGZH,SELG,MTLRP,NMTP,RSTI,POSI,SMLT,UWGN,MSNG
36,2006-01-01,1171.44,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0
37,2006-02-01,1320.83,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9,2247.9
38,2006-03-01,1299.19,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0
39,2006-04-01,1486.85,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0,2481.0
40,2006-05-01,1281.5,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01,2092.01
41,2006-06-01,1331.39,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0,2249.0
42,2006-07-01,1380.24,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0
43,2006-08-01,1448.72,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0,2256.0
44,2006-09-01,1367.24,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0,2028.0
45,2006-10-01,1426.83,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57,2160.57
46,2006-11-01,1550.71,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0
47,2006-12-01,1693.47,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93,2282.93
48,2007-01-01,1656.97,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99,2111.99
49,2007-02-01,1655.19,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96,2081.96
50,2007-03-01,1698.08,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0
51,2007-04-01,1697.28,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01,2046.01
52,2007-05-01,1570.34,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0,1960.0
53,2007-06-01,1665.96,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0,1969.0
54,2007-07-01,1734.42,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2,2058.2
55,2007-08-01,1677.02,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0,1907.0
56,2007-09-01,1759.44,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8,2081.8
57,2007-10-01,1874.73,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01,2237.01
58,2007-11-01,1850.64,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0,2115.0
59,2007-12-01,1888.86,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1,2067.1
60,2008-01-01,1574.33,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0
61,2008-02-01,1660.42,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0,1786.0
62,2008-03-01,1628.43,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99
63,2008-04-01,1667.35,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0,2137.0
64,2008-05-01,1925.24,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9,2659.9
65,2008-06-01,1753.67,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0
66,2008-07-01,1495.33,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0,1922.0
67,2008-08-01,1348.92,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3,1832.3
68,2008-09-01,1027.66,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0,1520.0
69,2008-10-01,731.96,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0
70,2008-11-01,611.32,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79,879.79
71,2008-12-01,619.53,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6,961.6
72,2009-01-01,624.9,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98,1166.98
73,2009-02-01,666.05,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0
74,2009-03-01,772.93,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99,1264.99
75,2009-04-01,920.35,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99,1481.99
