,date,imoex,SBER,GAZP,LKOH,SBERP,GMKN,NVTK,YNDX,TATN,TATNP,SNGS,POLY,ROSN,TCSG,PLZL,SNGSP,MGNT,MTSS,ALRS,PHOR,PIKK,RUAL,VTBR,FIVE,NLMK,CHMF,IRAO,MOEX,MAIL,MAGN,OZON,RTKM,TRNFP,FIXP,DSKY,HYDR,AGRO,AFLT,POGR,VKCO,AFKS,ENPG,MFON,MFON*,CBOM,HHRU,FEES,FLOT,RNFT,LNTA,LSRG,MTLR,UPRO,SFIN,GLTR,TRMK,MVID,QIWI,SGZH,SELG,MTLRP,NMTP,RSTI,POSI,SMLT,UWGN,MSNG
76,2009-05-01,1123.38,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05,1641.05
77,2009-06-01,971.55,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0,1379.0
78,2009-07-01,1053.3,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0,1570.0
79,2009-08-01,1091.98,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02,1580.02
80,2009-09-01,1197.2,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0,1637.0
81,2009-10-01,1237.18,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83,1704.83
82,2009-11-01,1284.95,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86,1686.86
83,2009-12-01,1370.01,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38,1693.38
84,2010-01-01,1419.42,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73,1686.73
85,2010-02-01,1332.64,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0,1574.0
86,2010-03-01,1450.15,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5,1670.5
87,2010-04-01,1436.04,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48,1670.48
88,2010-05-01,1332.62,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06,1523.06
89,2010-06-01,1309.31,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0,1615.0
90,2010-07-01,1397.12,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0
91,2010-08-01,1368.9,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99,1629.99
92,2010-09-01,1440.3,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04,1733.04
93,2010-10-01,1523.39,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13,1734.13
94,2010-11-01,1565.52,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0,1735.0
95,2010-12-01,1687.99,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0,1742.0
96,2011-01-01,1723.42,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99,1834.99
97,2011-02-01,1777.84,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03,2038.03
98,2011-03-01,1813.59,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7,2032.7
99,2011-04-01,1741.84,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1,1895.1
100,2011-05-01,1666.3,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0
101,2011-06-01,1666.59,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3,1777.3
102,2011-07-01,1705.18,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0
103,2011-08-01,1546.05,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2,1739.2
104,2011-09-01,1366.54,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6,1637.6
105,2011-10-01,1498.6,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1,1758.1
106,2011-11-01,1499.62,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0,1722.0
107,2011-12-01,1402.02,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0
108,2012-01-01,1510.91,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3,1766.3
109,2012-02-01,1594.32,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1,1875.1
110,2012-03-01,1518.29,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4,1781.4
111,2012-04-01,1474.14,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3,1794.3
112,2012-05-01,1312.24,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0
113,2012-06-01,1386.89,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7,1801.7
114,2012-07-01,1406.36,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0
